OID_,Parcel,Address,Owner,Care_and_Custody,Prop_NAME,GlobalID,User_Agency,Lot_Size_SF,Shape_Length,Shape_Area,shape_wkt
819,1401314000,"23 NOTTINGHAM ST, Four Corners Codman Sq",City of Boston,MOH,,{ECAA91C3-0789-41E9-B39B-EFE55514F622},N A,4141.000000000000000,0.000889575202903,0.000000037389414,"MULTIPOLYGON (((-71.073454900999934 42.301767977000054, -71.073518519999936 42.301864848000037, -71.073557867999966 42.301848359000076, -71.073825578999958 42.301741670000069, -71.07375428499995 42.301645797000049, -71.073454900999934 42.301767977000054)))"
820,2011008000,"DANA RD, West Roxbury",City of Boston,MOH,,{A543BD6F-610C-454B-A930-3FAC27EAFABC},N A,1146.000000000000000,0.000486443963335,0.000000010381490,"MULTIPOLYGON (((-71.161943580999946 42.264269416000047, -71.162133289999986 42.26428356100007, -71.162135927999941 42.264229056000033, -71.161950929999989 42.264213880000057, -71.161943580999946 42.264269416000047)))"
821,1202383000," SONOMA ST, Roxbury, MA 02121",BPDA,BPDA,,{2966DCD8-EB23-4548-8FEB-465A09615E58},N A,315.000000000000000,0.000228637180363,0.000000003154413,"MULTIPOLYGON (((-71.087164363999989 42.309012752000058, -71.087208913999973 42.309033165000073, -71.08725015899995 42.308989435000058, -71.087204630999963 42.308960795000075, -71.087178598999969 42.308994385000062, -71.087164363999989 42.309012752000058)))"
822,1202673000,"395 BLUE HILL AV, Washington Park",City of Boston,MOH,,{0F536080-B7F6-48DD-B96C-0B2F5147D7B1},N A,1711.000000000000000,0.000603396882299,0.000000013913602,"MULTIPOLYGON (((-71.081172701999947 42.311504289000027, -71.081393219999939 42.31160686700008, -71.081428825999978 42.311561686000061, -71.08120990499998 42.311457139000026, -71.081172701999947 42.311504289000027)))"
823,1101659000,"Washington ST, ROXBURY 02119",City of Boston,BTD,Municipal Lot,{7E2B8AD1-E7ED-448A-B84F-2F5ED8A62A99},BTD,5893.000000000000000,0.001027547800699,0.000000059794529,"MULTIPOLYGON (((-71.097029850999945 42.316499796000073, -71.097309691999953 42.316668113000048, -71.097443962999932 42.316532220000056, -71.097176524999952 42.316368902000079, -71.097029850999945 42.316499796000073)))"
824,1103765000,"Morton ST, JAMAICA PLAIN 02130",BHA,BHA,Forest Hills Cemetery,{5B80D2C4-3A2A-4581-BE5C-3724785C32A0},BHA,52435.000000000000000,0.003333565674621,0.000000520219693,
825,2200664000,"35 Portsmouth St.,  BRIGHTON 02135",City of Boston,BPRD,Portsmouth Street Playground,{596575E7-0F23-4BA1-BEC1-6E727483747D},BPRD,186563.000000000000000,0.006298466740799,0.000001884459595,
826,2011039000,"WALNUT RD, West Roxbury",City of Boston,MOH,,{5EB2CA66-5161-49A2-832E-0FA10949C33E},N A,3152.000000000000000,0.000783131677619,0.000000030629388,"MULTIPOLYGON (((-71.160967218999986 42.264955113000042, -71.161249082999973 42.264979506000032, -71.161281965999933 42.264873342000044, -71.161011242999962 42.264846668000075, -71.160967218999986 42.264955113000042)))"
827,1500740000,"35 Westville Street, Boston, MA 02124",City of Boston,BPS,UP Academy Dorchester   Community Center,{BC99E8E3-B65D-46BC-AC18-7A56624323A2},BCYF BPS,194261.000000000000000,0.006449883821241,0.000001977436736,
828,0800875000,"MELNEA CASS BLVD, ROXBURY 02119",City of Boston,PWD,,{41CA706C-15F3-497B-B4BF-11E4093BB750},N A,2794.000000000000000,0.002470998990011,0.000000037601992,
829,2011035000,"CHESTNUT RD, West Roxbury",City of Boston,MOH,,{C8446DB8-7425-441B-A9C9-E80DCD2BD6B9},N A,2665.000000000000000,0.000703141169962,0.000000030503823,"MULTIPOLYGON (((-71.16113076399995 42.265361589000065, -71.161299610999947 42.265395415000057, -71.161338614999977 42.265203263000046, -71.161183886999936 42.265190049000068, -71.16113076399995 42.265361589000065)))"
830,1202941000,"273  BLUE HILL AV, DORCHESTER 02121",City of Boston,BPS,Haynes EEC,{BEA1E340-5211-4123-A8C0-1617240AD71D},BPS,1493.000000000000000,0.000613590915966,0.000000015294321,"MULTIPOLYGON (((-71.078774373999977 42.314923642000053, -71.078985911999951 42.31502641000003, -71.079029686999945 42.314977739000028, -71.078805381999985 42.31486835000004, -71.078774373999977 42.314923642000053)))"
831,1301188000,"262 QUINCY ST, DSNI/Blue Hill",City of Boston,MOH,,{D256EB29-13D8-456C-9E5F-CCFA4681EC7D},N A,3330.000000000000000,0.000731587316008,0.000000031135801,"MULTIPOLYGON (((-71.071847952999974 42.312240703000043, -71.071996327999955 42.312282803000073, -71.072076213999935 42.312069189000056, -71.071949513999982 42.312045170000033, -71.071847952999974 42.312240703000043)))"
832,1811035000,"FAIRMOUNT AV, HYDE PARK 02136",City of Boston,PWD,,{05BFB318-BA9B-4CE5-8C55-A6B1E9366CA7},N A,12500.000000000000000,0.000906331358573,0.000000032622436,
833,2011310000,"COTTAGE RD, West Roxbury",City of Boston,MOH,,{EA0B4493-DCA4-4106-A023-4D0F9CF24E1E},N A,2309.000000000000000,0.000657138118033,0.000000024535105,"MULTIPOLYGON (((-71.161655930999984 42.266750525000077, -71.161752080999975 42.266826840000078, -71.161917442999936 42.266714428000057, -71.161827002999985 42.266628858000047, -71.161655930999984 42.266750525000077)))"
834,1803301000,"25  ELENE ST, MATTAPAN 02126",City of Boston,MOH,,{407CD85D-B5D7-4F1F-86D7-2DD39E93C851},N A,3600.000000000000000,0.000832840950490,0.000000037131998,"MULTIPOLYGON (((-71.099603832999946 42.279546346000075, -71.099721037999984 42.279610184000035, -71.099918968999987 42.279412757000046, -71.099790861999963 42.279344928000057, -71.099603832999946 42.279546346000075)))"
835,2011069000,"LINDEN RD, West Roxbury",City of Boston,MOH,,{F219355F-8314-4570-921C-F5AB999BAD21},N A,1200.000000000000000,0.000562072907217,0.000000012449370,"MULTIPOLYGON (((-71.161400107999953 42.26448987200007, -71.161624879999977 42.264511103000075, -71.161635367999963 42.264456777000078, -71.161411016999978 42.264435353000067, -71.161400107999953 42.26448987200007)))"
836,2011070000,"LINDEN RD, West Roxbury",City of Boston,MOH,,{5BC5A05D-12ED-4F05-A460-2A9A65F9A98F},N A,1218.000000000000000,0.000565784874972,0.000000012321765,"MULTIPOLYGON (((-71.161384754999972 42.264541441000063, -71.161614381999982 42.264565428000026, -71.161624879999977 42.264511103000075, -71.161400107999953 42.26448987200007, -71.161384754999972 42.264541441000063)))"
837,2011127000,"POND RD, West Roxbury",City of Boston,MOH,,{7C9210AB-C96B-4CA5-A03B-E9D99AA75B6B},N A,2000.000000000000000,0.000586626405768,0.000000020275144,"MULTIPOLYGON (((-71.159618419999958 42.263861312000074, -71.159717430999933 42.263942793000069, -71.159854545999963 42.26385084900005, -71.159755534999988 42.263769373000059, -71.159618419999958 42.263861312000074)))"
838,2011133000,"OAK RD, West Roxbury",City of Boston,MOH,,{3132D743-2F17-45E0-AB43-5CCC0840C002},N A,3511.000000000000000,0.000865660947938,0.000000034599100,"MULTIPOLYGON (((-71.159867793999979 42.26321862900005, -71.159997647999944 42.263273912000045, -71.160079694999979 42.263375106000069, -71.160114542999963 42.263257684000052, -71.160129549999965 42.263207077000061, -71.159894434999956 42.263106124000046, -71.159825371999943 42.263200575000042, -71.159867793999979 42.26321862900005)))"
839,1202933000,"81 89 SAVIN ST, ROXBURY 02119",City of Boston,BPS,Haynes EEC,{6D9F44EC-85F2-4BA3-99CF-7E7698945779},BPS,25863.000000000000000,0.002132472105729,0.000000261570928,"MULTIPOLYGON (((-71.078906282999981 42.315359284000067, -71.079263208999976 42.315558612000075, -71.079484320999939 42.315345446000038, -71.079488697999977 42.315341312000044, -71.079475555999977 42.315334809000035, -71.079709658999946 42.315105560000063, -71.079539183999941 42.315020648000029, -71.079297740999948 42.314896417000057, -71.079105059999961 42.315124252000032, -71.079094681999948 42.315136521000056, -71.078906282999981 42.315359284000067)))"
840,0800202000,"526 528 DUDLEY ST, DSNI/Blue Hill",City of Boston,MOH,,{857C1289-0E9A-4D3D-8E0F-75D6464C354B},N A,2783.000000000000000,0.000772092269647,0.000000030395239,"MULTIPOLYGON (((-71.072169936999956 42.322236928000052, -71.072224167999934 42.322337244000039, -71.072229599999957 42.322335346000045, -71.072235234999937 42.322333377000064, -71.072485236999967 42.322245851000048, -71.072422118999953 42.322150050000062, -71.072169936999956 42.322236928000052)))"
841,1702438000,"53  CLAYBOURNE ST, DORCHESTER 02124",City of Boston,BPRD,Mother's Rest at Four Corners,{0FE17911-3AAF-46C2-8124-DDA2BA95715C},BPRD,2793.000000000000000,0.000827454523419,0.000000033082088,"MULTIPOLYGON (((-71.071740776999945 42.297830693000037, -71.071791238999936 42.297928713000033, -71.072078704999967 42.297842566000043, -71.072034095999982 42.297741452000025, -71.071740776999945 42.297830693000037)))"
842,1807633008,"612 Metropolitan Avenue, Boston, MA 02136",City of Boston,BPS,Another Course to College,{2654484C-E567-4199-9EE8-F5075304EF85},BPS,72648.000000000000000,0.003555413795405,0.000000732967824,
843,1802391000,"HEBRON ST, Mattapan",City of Boston,MOH,,{9626E2BD-50EF-44DE-8B55-694E41C57BA8},N A,6000.000000000000000,0.000981897689877,0.000000053771640,"MULTIPOLYGON (((-71.102361105999933 42.277459275000069, -71.102632072999938 42.277603877000047, -71.102763592999963 42.277474314000074, -71.102490574999933 42.277331393000054, -71.102361105999933 42.277459275000069)))"
844,1100696000,"112 CEDAR ST, HP/Egleston",City of Boston,MOH,,{093B246A-9CF8-461B-92C6-79A9F3C3D6B0},N A,4000.000000000000000,0.000918073950431,0.000000047482063,"MULTIPOLYGON (((-71.093345751999948 42.326924645000076, -71.093511071999956 42.326968750000049, -71.093645268999978 42.32671197500008, -71.093489760999944 42.326666824000029, -71.093431114999987 42.326771819000044, -71.093345751999948 42.326924645000076)))"
845,0903337000,"205 Roxbury Street, Boston, MA 02119",City of Boston,BPS,Timilty Middle,{2C498FA8-E919-47CA-A043-14E8EA1918E6},BPS,66918.000000000000000,0.003886049241335,0.000000644884370,
846,1802570000,"KENNEBEC ST, MATTAPAN 02126",City of Boston,Non-City (Private),Mattahunt Woods II,{FADB88A5-6D67-4679-9F1A-923958F8930F},BPRD,6639.000000000000000,0.001122727283780,0.000000069920756,"MULTIPOLYGON (((-71.105137375999959 42.273580744000071, -71.105457688999934 42.273730673000045, -71.105601049999962 42.273588657000062, -71.105294257999958 42.273426286000074, -71.105246518999934 42.273473288000048, -71.105201377999947 42.273517745000049, -71.105137375999959 42.273580744000071)))"
847,1100537000,"THWING ST, HP/Egleston",City of Boston,MOH,,{13CC5F1D-D115-48E2-8BA4-5B95CC809103},N A,8400.000000000000000,0.001229328267364,0.000000084758187,"MULTIPOLYGON (((-71.09535379099998 42.324291693000077, -71.095448676999979 42.324366872000041, -71.095646188999979 42.32426689700003, -71.095602058999987 42.324221945000033, -71.095528968999986 42.324147468000035, -71.095394274999933 42.324007455000071, -71.095154256999933 42.324136827000075, -71.095220992999941 42.324190713000064, -71.09535379099998 42.324291693000077)))"
848,1401389000,"257  GENEVA AV, DORCHESTER 02121",City of Boston,BCC,Geneva Cliffs I,{F86E46BB-C840-4379-90C9-B930D72467D1},BPRD,5131.000000000000000,0.001019362350783,0.000000052845332,"MULTIPOLYGON (((-71.072460648999936 42.304229246000034, -71.072472574999949 42.304239291000044, -71.072474019999959 42.304240507000031, -71.072511955999971 42.304272408000031, -71.072552913999971 42.30430446400004, -71.072593076999965 42.304333611000061, -71.07286748699994 42.304112861000078, -71.072759709999957 42.304027276000056, -71.072460648999936 42.304229246000034)))"
849,1404736000,"47 DEERING RD, Mattapan",City of Boston,MOH,,{96989879-39FF-4D21-B6B1-7471AB5462E5},N A,2731.000000000000000,0.000740250146341,0.000000030233031,"MULTIPOLYGON (((-71.093353520999983 42.284611608000034, -71.09352096799995 42.284631810000064, -71.093645117999984 42.284504090000041, -71.093633119999936 42.284497997000074, -71.093501869999955 42.28443212600007, -71.093353431999958 42.284610529000076, -71.093353520999983 42.284611608000034)))"
850,2005499000,"930  SOUTH ST, ROSLINDALE 02131",City of Boston,BPRD,Fallon Field,{E9F5748D-8DC3-458A-836F-419322A59CB3},BPRD,328629.000000000000000,0.007974038348239,0.000003297139982,
851,2011074000,"BROOK FARM RD, West Roxbury",City of Boston,MOH,,{6B587A18-4415-4107-A068-8C3FB95E5007},N A,1359.000000000000000,0.000640272759385,0.000000016690187,"MULTIPOLYGON (((-71.161312873999975 42.264773568000066, -71.16156843899995 42.264803330000063, -71.161581018999982 42.264738178000073, -71.16133255799997 42.264709976000063, -71.161317339999982 42.264759133000041, -71.161312873999975 42.264773568000066)))"
852,2011434000,"FALL RD, West Roxbury",City of Boston,MOH,,{A28EE89F-F008-472D-AF4F-13F56B2FB03E},N A,1330.000000000000000,0.000481721199721,0.000000014216338,"MULTIPOLYGON (((-71.158567056999971 42.262619749000066, -71.158559627999978 42.262756823000075, -71.158679083999971 42.262728082000081, -71.158679236999944 42.262618686000053, -71.158567056999971 42.262619749000066)))"
853,2008808000,"CENTRE ST, WEST ROXBURY 02132",City of Boston,BPRD,Westerly Burying Ground,{C2A1E419-0C26-4868-B141-B3E2370CD741},BPRD,39450.000000000000000,0.003169222572702,0.000000402503380,"MULTIPOLYGON (((-71.158158063999963 42.28144555700004, -71.15877295699994 42.281632741000067, -71.159054635999951 42.281945763000067, -71.159431441999971 42.281685239000069, -71.15939500199994 42.281658526000058, -71.15890156599994 42.281361539000045, -71.158388353999953 42.281162727000037, -71.158268562999979 42.281116319000034, -71.158263947999956 42.281133805000024, -71.158164285999987 42.281426709000073, -71.158158063999963 42.28144555700004)))"
854,1701598000,"2 WOODROW AV, Mattapan",City of Boston,MOH,,{5221F1CE-8B32-4979-BE44-13BE71F25592},N A,2862.000000000000000,0.000624397258736,0.000000024511898,
855,2011442000,"OVERLOOK RD, West Roxbury",City of Boston,MOH,,{ECFD21C3-0C98-4FD2-B5EB-609413423C0C},N A,2829.000000000000000,0.000715845152296,0.000000027269086,"MULTIPOLYGON (((-71.157873237999979 42.262444524000045, -71.157908161999956 42.262555752000026, -71.158140295999942 42.26252601300007, -71.158134897999958 42.262470475000043, -71.158129902999974 42.262419197000042, -71.157873237999979 42.262444524000045)))"
856,1202471000,"44 MAPLE ST, Roxbury, MA 02121",BPDA,BPDA,,{63B385CA-49E9-4CDE-881B-2593D425DA03},N A,10406.000000000000000,0.001443049394373,0.000000118112572,"MULTIPOLYGON (((-71.085193562999962 42.30890038900003, -71.085498892999965 42.309062897000047, -71.085664402999953 42.308847615000047, -71.085465088999968 42.308743573000072, -71.085296706999941 42.30865581200004, -71.085183613999959 42.308751716000074, -71.085081328999934 42.308840291000081, -71.085193562999962 42.30890038900003)))"
857,2011216000,"CHERRY RD, West Roxbury",City of Boston,MOH,,{D4436DA9-4387-4042-A60E-D1A4B7BE465B},N A,2376.000000000000000,0.000717288675998,0.000000020654402,"MULTIPOLYGON (((-71.160031593999975 42.264792895000028, -71.160135224999976 42.264878164000038, -71.160179317999962 42.264781790000029, -71.160291868999934 42.264669063000042, -71.160255022999934 42.264639877000036, -71.160031593999975 42.264792895000028)))"
858,1803299000,"WABASH ST, Mattapan",City of Boston,MOH,,{54606E5C-0E82-4EFA-948D-4EDAA184CC20},N A,3711.000000000000000,0.000790190934673,0.000000035579931,
859,1100818000,"110 MARCELLA ST, HP/Egleston",City of Boston,MOH,,{B5CE7891-4F3D-4155-8F64-DC037AE5AEFD},N A,1795.000000000000000,0.000754789231000,0.000000017496673,"MULTIPOLYGON (((-71.096355881999955 42.324455239000031, -71.096362215999989 42.324461468000038, -71.096391702999938 42.324499493000076, -71.096682162999969 42.324351522000029, -71.096633858999951 42.324315093000052, -71.096355881999955 42.324455239000031)))"
860,1800117005,"GLADESIDE AV, Mattapan",City of Boston,MOH,,{6B0DBD32-557F-43E7-BC37-F94C80913ABE},N A,8590.000000000000000,0.001305195975753,0.000000091302766,"MULTIPOLYGON (((-71.087743795999984 42.272160841000073, -71.087729490999948 42.272230359000048, -71.087898123999935 42.272221699000056, -71.088080900999955 42.272024868000074, -71.088172802999964 42.271925897000074, -71.087952099999939 42.271894405000069, -71.087803234999967 42.271878026000024, -71.087770742999965 42.272029243000077, -71.087743795999984 42.272160841000073)))"
861,1100572000,"123 MARCELLA ST, HP/Egleston",City of Boston,MOH,,{71101CF0-C5D0-4254-B92E-EE12DC90CE80},N A,2746.000000000000000,0.000840226487488,0.000000027407598,"MULTIPOLYGON (((-71.096016470999984 42.324755682000045, -71.096040853999966 42.324789740000028, -71.096348159999934 42.324655016000065, -71.096301552999932 42.324588563000077, -71.095990435999965 42.324720676000027, -71.096016470999984 42.324755682000045)))"
862,1100835000,"257 HIGHLAND ST, HP/Egleston",City of Boston,MOH,,{449F45AE-7F82-44B2-B724-BF713F1EB169},N A,861.000000000000000,0.000411695100508,0.000000008702157,"MULTIPOLYGON (((-71.095980432999966 42.32380196400004, -71.096025715999986 42.323842417000037, -71.096115747999988 42.323715905000029, -71.09605832699998 42.323693056000025, -71.095980432999966 42.32380196400004)))"
863,0800017000,"47 E COTTAGE ST, DSNI/Blue Hill",City of Boston,MOH,,{F3F470BA-049C-4807-A68F-1EFA3F6F8122},Non City,2926.000000000000000,0.000698698277071,0.000000029190406,"MULTIPOLYGON (((-71.068692490999979 42.321090092000077, -71.068643243999986 42.321292107000033, -71.068718117999936 42.321300966000081, -71.06878054799995 42.321310014000062, -71.068837119999955 42.32111191000007, -71.068692490999979 42.321090092000077)))"
864,1100443000,"21 VALENTINE ST, HP/Egleston",City of Boston,MOH,,{101BFA18-5FC9-4EFF-BE36-3547DF38886F},N A,1169.000000000000000,0.000507822100978,0.000000012516973,"MULTIPOLYGON (((-71.092907813999943 42.322353263000025, -71.092954523999936 42.32238847800005, -71.093101846999957 42.322282809000058, -71.093045793999977 42.322238508000055, -71.092897002999962 42.32234511300004, -71.092907813999943 42.322353263000025)))"
865,1802307000,"KENNEBEC ST, Mattapan",City of Boston,MOH,,{E05DD5B8-D581-4F90-83DF-389E5B11B65A},N A,4000.000000000000000,0.000967255184635,0.000000042910701,"MULTIPOLYGON (((-71.101947453999969 42.277778414000068, -71.102006543999948 42.277809518000026, -71.102095071999941 42.277722073000064, -71.101779654999973 42.277553447000059, -71.101689442999941 42.277642499000081, -71.101947453999969 42.277778414000068)))"
866,2011274000,"COTTAGE RD, West Roxbury",City of Boston,MOH,,{9D4748A7-1E2D-48FD-911F-F7A540ACB633},N A,3115.000000000000000,0.000704358703124,0.000000026958880,"MULTIPOLYGON (((-71.160205556999983 42.265235400000051, -71.160299017999932 42.265310707000026, -71.160489324999958 42.265186922000055, -71.160440374999951 42.265138484000033, -71.160402139999974 42.26510359100007, -71.160205556999983 42.265235400000051)))"
867,2011004000,"DANA RD, West Roxbury",City of Boston,MOH,,{CD0C94A6-0373-4750-B0C3-D1894341AAC6},N A,1660.000000000000000,0.000511248764774,0.000000014305860,"MULTIPOLYGON (((-71.161971780999977 42.264056481000068, -71.162143799999967 42.264066393000064, -71.16214690299995 42.264002295000068, -71.162139624999952 42.264000334000059, -71.161985657999935 42.263951644000031, -71.161971780999977 42.264056481000068)))"
868,2007832000,"20 Mount Vernon Street, Boston, MA 02132",City of Boston,BPS,Lyndon K 8,{A7E045E6-BB85-4308-BF97-C215F7C96302},BPS,80264.000000000000000,0.004009398250491,0.000000801036700,
869,1802374000,"LIVERMORE ST, Mattapan",City of Boston,MOH,,{29B5EEFD-8A7C-4441-B440-466E7A26C166},N A,7899.000000000000000,0.001327757414705,0.000000090961962,"MULTIPOLYGON (((-71.10556829799998 42.275189008000041, -71.10552544899997 42.275232540000047, -71.105927951999945 42.275439387000063, -71.106077599999935 42.275288357000079, -71.105807201999937 42.275152011000046, -71.105672537999965 42.275084117000063, -71.105631340999935 42.275125841000033, -71.10556829799998 42.275189008000041)))"
870,1401424000,"154 ROSSETER ST, Four Corners Codman Sq",City of Boston,MOH,,{9E23D308-365E-43D0-9337-415D80D190FC},N A,4320.000000000000000,0.000988561581152,0.000000051630942,"MULTIPOLYGON (((-71.072496058999945 42.300360634000072, -71.072812588999966 42.300467936000075, -71.072824648999983 42.30044969100004, -71.07283764999994 42.300432214000068, -71.072849024999982 42.300418914000034, -71.072861031999935 42.300406399000053, -71.072874424999952 42.30039391300005, -71.072903573999952 42.300370410000028, -71.072628088999977 42.300209546000076, -71.072614827999985 42.300219387000027, -71.072545769999977 42.300299669000026, -71.072496058999945 42.300360634000072)))"
871,2010924000,"DANA RD, West Roxbury",City of Boston,MOH,,{B9185DEA-237E-40AB-8221-7176D2CE1AEC},N A,1081.000000000000000,0.000497275780994,0.000000011105641,"MULTIPOLYGON (((-71.160970809999981 42.262843923000048, -71.160948857999983 42.262930295000046, -71.161137887999985 42.262835088000031, -71.161089127999958 42.262789938000026, -71.160970809999981 42.262843923000048)))"
872,0106426000,"218 Marion Street, Boston, MA 02128",City of Boston,BPS,Otis Elementary,{C0881AF8-43EA-496B-BB1F-CDF272C0386B},BPS,26000.000000000000000,0.002145495777886,0.000000265091130,"MULTIPOLYGON (((-71.033623852999938 42.375463104000062, -71.033808596999961 42.375582246000079, -71.034291850999978 42.375163594000071, -71.033933866999973 42.374931821000075, -71.033441659999937 42.375345615000072, -71.033623852999938 42.375463104000062)))"
873,1808753000,"PIERCE ST, HYDE PARK 02136",City of Boston,BCC,West Street,{53A8AD03-CFF4-4777-B52E-9C525282ECB1},BPRD,2058.000000000000000,0.000725267029282,0.000000022726929,"MULTIPOLYGON (((-71.116388938999933 42.256370193000066, -71.116480644999967 42.256424490000029, -71.116675932999954 42.256241130000035, -71.11661672799994 42.256204934000039, -71.116453919999969 42.256323024000039, -71.116388938999933 42.256370193000066)))"
874,2011098000,"WALNUT RD, West Roxbury",City of Boston,MOH,,{06E9881D-4CB9-409C-A8CC-CF20BDEBC727},N A,1638.000000000000000,0.000557676381775,0.000000015520733,"MULTIPOLYGON (((-71.160895689999961 42.26441090700007, -71.161088101999951 42.264470862000053, -71.161111678999987 42.26440477500006, -71.161117058999935 42.264386721000051, -71.160919303999947 42.264349396000057, -71.160895689999961 42.26441090700007)))"
875,2011087000,"CHERRY RD, West Roxbury",City of Boston,MOH,,{9465FECF-5502-4D89-84A4-678A3C5C7640},N A,7200.000000000000000,0.001109258264960,0.000000073751098,"MULTIPOLYGON (((-71.160758573999942 42.26410426800004, -71.160976078999965 42.264127108000025, -71.160988111999984 42.264075304000073, -71.161013335999939 42.263966782000068, -71.161050554999974 42.263806637000073, -71.16082173999996 42.263779251000074, -71.160758573999942 42.26410426800004)))"
876,1802356000,"KENNEBEC ST, MATTAPAN 02126",City of Boston,BPRD,Mattahunt Woods III,{98E0494C-C8FE-4028-BB96-97F279D4B9FC},BPRD,4000.000000000000000,0.000920853642296,0.000000040037295,"MULTIPOLYGON (((-71.104332955999951 42.274406468000052, -71.104629177999982 42.274563172000057, -71.104718333999983 42.274474941000051, -71.104421649999949 42.27431851700004, -71.104332955999951 42.274406468000052)))"
877,2011120000,"CHESTNUT RD, West Roxbury",City of Boston,MOH,,{D61F5A4B-295F-40BA-B2B1-51CE6C0016D8},N A,3000.000000000000000,0.000699361571936,0.000000028914450,"MULTIPOLYGON (((-71.15968500799994 42.26411240300007, -71.159835700999963 42.264233164000075, -71.159964979999984 42.264146482000058, -71.159915468999941 42.264105742000027, -71.159816452999962 42.26402426900006, -71.15968500799994 42.26411240300007)))"
878,0103680001,"Meridian ST, EAST BOSTON 02128",City of Boston,Unknown,,{36980B22-3575-4B08-BE7B-C51D1969F5D4},N A,35283.000000000000000,0.005912523720961,0.000000457837934,
879,1903862200,"68 ROWE ST, Roslindale, MA 02131",BPDA,BPDA,,{FC5D0B02-1211-4431-A529-AF84CECB7044},N A,117525.000000000000000,0.005334616952792,0.000001162289165,
880,2011130000,"14 X POND RD, West Roxbury",City of Boston,MOH,,{61F3EC72-A69C-46C6-901F-59515F4E201F},N A,2000.000000000000000,0.000586625877805,0.000000020274743,"MULTIPOLYGON (((-71.159816452999962 42.26402426900006, -71.159915468999941 42.264105742000027, -71.16005258399997 42.264013805000047, -71.15995357099996 42.263932329000056, -71.159816452999962 42.26402426900006)))"
881,1202342000,"BROOKLEDGE ST, DORCHESTER 02121",BHA,BHA,,{9E51C412-8683-4C8B-A99A-E5AD11FB5423},BHA,42007.000000000000000,0.002607980015122,0.000000405852632,
882,1401196000,"220 WASHINGTON ST, Four Corners Codman Sq",City of Boston,MOH,,{B891D4A9-D84A-46E7-B7B8-0946250ADD6E},N A,4469.000000000000000,0.001172450267375,0.000000042451142,"MULTIPOLYGON (((-71.07710728099994 42.302425977000041, -71.077167656999961 42.302489210000033, -71.077612614999964 42.302273144000026, -71.077573897999969 42.302225637000049, -71.077555957999948 42.30220367000004, -71.077117318999967 42.302421109000079, -71.07710728099994 42.302425977000041)))"
883,2010912000,"DANA RD, West Roxbury",City of Boston,MOH,,{5A423BA9-0150-4743-BFC1-E238E943108B},N A,1842.000000000000000,0.000744475594141,0.000000018991517,"MULTIPOLYGON (((-71.161664147999943 42.26372378800005, -71.161709560999952 42.263766868000062, -71.161976176999985 42.263611007000065, -71.161927834999972 42.26356624500005, -71.161664147999943 42.26372378800005)))"
884,2005148000,"MORRISON ST, ROSLINDALE 02131",City of Boston,BCC,Roslindale Wetlands Urban Wild I,{526110A4-EAB7-451F-AB9F-B5FBE3697D68},BPRD,4949.000000000000000,0.000951280933118,0.000000050060254,"MULTIPOLYGON (((-71.13172038099998 42.293363741000064, -71.131975846999978 42.29351753900005, -71.132095120999963 42.293411370000058, -71.131817926999986 42.293239803000063, -71.131720667999957 42.29332684700006, -71.13172038099998 42.293363741000064)))"
885,2011097000,"WALNUT RD, West Roxbury",City of Boston,MOH,,{B0E5DFA8-8D5E-4794-9C3B-93CBB9AEFCBD},N A,3961.000000000000000,0.000784974454456,0.000000037128270,"MULTIPOLYGON (((-71.160919303999947 42.264349396000057, -71.161117058999935 42.264386721000051, -71.161179749999974 42.264204577000044, -71.160963264999964 42.26418226800007, -71.160953035999967 42.264235921000079, -71.160943345999954 42.26428676900008, -71.160919303999947 42.264349396000057)))"
886,2011499000,"COTTAGE RD, West Roxbury",City of Boston,MOH,,{B1B808F3-6BC1-4042-9BE0-D87CCEF23B83},N A,1218.000000000000000,0.000402598571651,0.000000008305373,"MULTIPOLYGON (((-71.159508615999982 42.262072389000025, -71.159495299999946 42.262110476000032, -71.15949810799998 42.262219136000056, -71.159606642999961 42.262136313000042, -71.159508615999982 42.262072389000025)))"
887,1809957000,"TRUMAN HW, HYDE PARK 02136",City of Boston,Non-City (DCR),Moynihan Playground,{35FCB556-CD89-46DE-8135-CA5DF99C9D7A},Unknown,6454.000000000000000,0.001090387942989,0.000000061933842,"MULTIPOLYGON (((-71.125969978999933 42.245064532000072, -71.126034264999987 42.245125467000037, -71.12608599899994 42.244771563000029, -71.126044974999957 42.244726735000029, -71.125772561999952 42.244877087000077, -71.125969978999933 42.245064532000072)))"
888,1200886000,"EDGEWOOD PK, Washington Park",City of Boston,MOH,,{844E93BE-4FF0-43D5-9984-1406FB16C77A},Non City,2041.000000000000000,0.000693558588105,0.000000019704237,"MULTIPOLYGON (((-71.08088311399996 42.319151857000065, -71.080916201999969 42.319168218000073, -71.080942217999961 42.319124740000063, -71.080964396999946 42.319087548000027, -71.080878684999959 42.319041979000076, -71.080855302999964 42.319064662000073, -71.080774395999981 42.319023789000028, -71.080730722999988 42.319002583000042, -71.080682146999948 42.319052481000028, -71.080704793999985 42.319063682000035, -71.080793909999954 42.319107751000047, -71.08088311399996 42.319151857000065)))"
