OID_,Parcel,Address,Owner,Care_and_Custody,Prop_NAME,GlobalID,User_Agency,Lot_Size_SF,Shape_Length,Shape_Area,shape_wkt
11,1401250000,"41 39 MT BOWDOIN TE, Four Corners Codman Sq",City of Boston,MOH,,{42F29C62-1C15-420D-A82B-C53E7EA4F273},N A,4946.000000000000000,0.000923722393510,0.000000048645498,"MULTIPOLYGON (((-71.075397178999935 42.303179269000054, -71.075561964999963 42.303254232000029, -71.075739393999982 42.30303675600004, -71.075589822999973 42.30295833100007, -71.075565147999953 42.302986630000078, -71.075562552999941 42.302989610000054, -71.075397178999935 42.303179269000054)))"
12,1400737000,"60 Washington Street, Boston, MA 02121",City of Boston,BPS,Burke High  Grove Hall Library  Community Center,{1C41246B-FA9F-44DD-B7A5-3CC142435BC7},BPS,119598.000000000000000,0.005223350679974,0.000001208948753,
13,1203320000,"31 HOLLANDER ST, Roxbury, MA 02121",BPDA,BPDA,,{4D7C6094-D850-4259-9969-6AE5820684EF},N A,3300.000000000000000,0.000828094308007,0.000000034719206,"MULTIPOLYGON (((-71.089378207999971 42.316008814000043, -71.089411754999958 42.316017946000045, -71.089545562999945 42.315757078000047, -71.089428967999936 42.315725004000058, -71.089295155999935 42.31598566100007, -71.089378207999971 42.316008814000043)))"
14,1805161000,"426 Beech Street, Boston, MA 02131",City of Boston,BPS,Bates Elementary,{E602C838-5DF7-4783-9F2E-C84D5BB4A002},BPS,67077.000000000000000,0.003386576039039,0.000000683597522,"MULTIPOLYGON (((-71.134426707999978 42.277740861000041, -71.135086076999983 42.278189749000035, -71.135390985999948 42.27794160600007, -71.135386427999947 42.277937700000052, -71.135775855999952 42.277602073000025, -71.135086527999988 42.277178801000048, -71.134891197999934 42.277346064000028, -71.134744256999966 42.277473188000045, -71.134636030999957 42.277563778000058, -71.134528374999945 42.277655936000031, -71.134430437999981 42.277737718000026, -71.134426707999978 42.277740861000041)))"
15,0802479000,"2148 WASHINGTON ST, Roxbury, MA 02119",BPDA,BPDA,,{835292E0-43C6-4CDF-9A6A-A473811A8D01},N A,14547.000000000000000,0.001803429911576,0.000000141238996,
16,1903492001,"3900 WASHINGTON ST, Roslindale",City of Boston,MOH,,{B83F2C51-B8FC-48E7-B822-A9A54D7560D4},N A,461.000000000000000,0.000391712158738,0.000000004174063,"MULTIPOLYGON (((-71.118520691999947 42.295279425000047, -71.118466474999934 42.295393475000026, -71.118556919999946 42.295308381000041, -71.118545855999969 42.295226489000072, -71.118520691999947 42.295279425000047)))"
17,1000979000,"SACHEM ST, Mission Hill",City of Boston,MOH,,{1133387A-4538-4141-9639-ED42BDCB4E27},N A,363.000000000000000,0.000292319956229,0.000000002914383,"MULTIPOLYGON (((-71.107334342999934 42.33092943500003, -71.107446877999962 42.330959801000063, -71.107462090999945 42.330920852000077, -71.107336185999941 42.330921611000065, -71.107334342999934 42.33092943500003)))"
18,1901289000,"20 South Street, Boston, MA 02130",City of Boston,BCYF/BPL,"Curtis Hall Community Center, Jamaica Plain Branch",{572003C1-FACC-46A3-A6EF-DF23F139247F},BCYF BPL,49907.000000000000000,0.002893990810469,0.000000509567630,"MULTIPOLYGON (((-71.114627137999946 42.309067418000041, -71.114639623999949 42.30915550900005, -71.115474380999956 42.30915707500003, -71.115442064999968 42.308523497000067, -71.114590959999987 42.308586339000044, -71.114608069999974 42.308813883000028, -71.114627137999946 42.309067418000041)))"
19,1301178000,"164 MAGNOLIA ST, DSNI/Blue Hill",City of Boston,MOH,,{31334692-A814-4250-8924-C3843E159BF8},N A,4341.000000000000000,0.000839481138715,0.000000040381624,"MULTIPOLYGON (((-71.071986925999965 42.313245945000062, -71.072226450999949 42.313343218000057, -71.072322142999951 42.31322147000003, -71.072086525999964 42.313112506000039, -71.071986925999965 42.313245945000062)))"
20,1403585000,"94 WILLOWWOOD ST, Mattapan",City of Boston,MOH,,{402858FF-656E-4431-91D8-1CE5790320D5},N A,4686.000000000000000,0.000900430844866,0.000000048137218,
21,1400828000,"NORMANDY ST, DORCHESTER 02121",City of Boston,BPRD,Puddingstone Park,{655AA29B-9D01-4950-A92A-AFEBC3679A51},BPRD,5300.000000000000000,0.001013187527641,0.000000058101432,"MULTIPOLYGON (((-71.083346778999953 42.305202024000039, -71.083510778999937 42.305270800000073, -71.083689317999983 42.304993545000059, -71.083511751999936 42.304930968000065, -71.083346778999953 42.305202024000039)))"
22,1811055000,"PLEASANT ST, Hyde Park",City of Boston,MOH,,{B25E7219-6C4E-4E89-979B-7FE3EA4DF5F8},Non City,14110.000000000000000,0.001503868176604,0.000000106486430,"MULTIPOLYGON (((-71.114845467999942 42.255922320000025, -71.114916772999948 42.255992007000032, -71.115012559999968 42.255938565000065, -71.11502943399995 42.255955430000029, -71.115338679999979 42.255629157000044, -71.115164764999975 42.255450168000039, -71.115060274999962 42.25560955800006, -71.114946955999983 42.255782426000053, -71.114863413999956 42.255909873000064, -71.114845467999942 42.255922320000025)))"
23,1701717000,"78 80 TORREY ST, DORCHESTER 02124",BHA,BHA,,{69238E71-B688-48A4-A5C2-8FDD7DA92AED},BHA,4240.000000000000000,0.000923588286950,0.000000052304300,"MULTIPOLYGON (((-71.074537527999951 42.286759462000077, -71.074613160999945 42.286999991000073, -71.074821735999933 42.286964069000078, -71.074743435999949 42.286729724000054, -71.074741696999979 42.286724432000028, -71.074537527999951 42.286759462000077)))"
24,1401195000,"WASHINGTON ST, Four Corners Codman Sq",City of Boston,MOH,,{C6CD2A7D-6D4D-46D1-A821-EE2EE63E06F3},N A,9005.000000000000000,0.001382863245521,0.000000091720449,"MULTIPOLYGON (((-71.077103007999938 42.302421490000029, -71.07710728099994 42.302425977000041, -71.077117318999967 42.302421109000079, -71.077555957999948 42.30220367000004, -71.07753489299995 42.30217846000005, -71.077494127999955 42.302131361000079, -71.077453040999956 42.302085957000031, -71.07742694999996 42.30205766000006, -71.077087319999976 42.302237184000035, -71.076981244999956 42.302292895000051, -71.077103007999938 42.302421490000029)))"
25,2000011000,"4199  WASHINGTON ST, ROSLINDALE 02131",GRW Trust,GRW Trust,Greater Roslindale Medical and Dental Center,{69917578-695F-4B35-B995-2D2A2037233A},Non City,13093.000000000000000,0.001768094124111,0.000000134805760,
26,1400412000,"262-274 Columbia Road,  DORCHESTER 02121",City of Boston,BPS,Frederick School Play Area,{6A8B9A55-BBAC-415E-B4E6-A431CC1AF900},BPS,7955.000000000000000,0.001241076171773,0.000000080020432,"MULTIPOLYGON (((-71.078449091999971 42.310169352000059, -71.078649336999945 42.310247846000038, -71.078778912999951 42.310062723000044, -71.078773558999956 42.309932331000027, -71.078807817999973 42.309840240000028, -71.07880995499994 42.309834493000039, -71.078813942999943 42.309823768000058, -71.078775459999974 42.309817738000049, -71.078738830999953 42.309811997000054, -71.078705764999938 42.309806816000048, -71.078449091999971 42.310169352000059)))"
27,1000429000,"794 PARKER ST, Mission Hill",City of Boston,MOH,,{ED6CE22A-62F4-43B0-85A3-614A93A0C66E},N A,5526.000000000000000,0.001023833255874,0.000000053853984,"MULTIPOLYGON (((-71.098503995999977 42.329117283000073, -71.098876764999943 42.329179422000038, -71.098879929999953 42.329155587000059, -71.098899360999951 42.32902118800007, -71.098559989999956 42.328983893000043, -71.098522695999975 42.329072737000047, -71.098503995999977 42.329117283000073)))"
28,1401261000,"29 ROSSETER ST, Four Corners Codman Sq",City of Boston,MOH,,{374C5F48-7202-4F25-BDCB-F90EC7AE57E6},N A,4897.000000000000000,0.000838912730411,0.000000043491497,"MULTIPOLYGON (((-71.075842116999979 42.304072932000054, -71.075892658999976 42.304086191000067, -71.07602676099998 42.304115593000063, -71.076093057999969 42.303915645000075, -71.07609847599997 42.303899745000081, -71.075919023999973 42.303850100000034, -71.075842116999979 42.304072932000054)))"
29,0902567000,"65 VERNON ST, Roxbury, MA 02120",BPDA,BPDA,,{5F4B86E6-AF73-48F8-A66E-E56322DDA2C7},Non City,10135.000000000000000,0.002081742786697,0.000000118235688,
30,0800517000,"5 6 JARVIS PL, DSNI/Blue Hill",City of Boston,MOH,,{25914D0D-24B9-41B8-8FF4-8AA4A3A0590E},N A,3320.000000000000000,0.001225463973721,0.000000033784000,"MULTIPOLYGON (((-71.071526116999962 42.325194192000026, -71.071612194999943 42.325323659000048, -71.071746484999949 42.325272935000044, -71.071671150999975 42.325171108000063, -71.071888757999943 42.325087175000078, -71.071870538999974 42.32506145800005, -71.071655342999975 42.325143971000045, -71.071610560999943 42.325075734000052, -71.071546884999975 42.325100242000076, -71.071593810999957 42.325167346000057, -71.071526116999962 42.325194192000026)))"
31,1200634000," CIRCUIT ST, Roxbury, MA 02119",BPDA,BPDA,,{9B5DE1E6-E645-4D42-9FA6-6EDE96FF5E1B},N A,3766.000000000000000,0.000757705230661,0.000000035330083,"MULTIPOLYGON (((-71.084745102999989 42.323486070000058, -71.084821329999954 42.32366178500007, -71.085001680999937 42.323621474000049, -71.084927151999977 42.323442236000062, -71.084745102999989 42.323486070000058)))"
32,1400728000,"35  GENEVA AV, DORCHESTER 02121",City of Boston,BPL,Grove Hall Branch parking lot,{5DDB29ED-A8FF-45A2-AFE8-586503A39F96},BPL,2844.000000000000000,0.000679751320517,0.000000028676779,"MULTIPOLYGON (((-71.081398368999942 42.308215714000028, -71.081438182999989 42.308235171000035, -71.081468828999959 42.308249149000062, -71.081500249999976 42.30826267100008, -71.08153383299998 42.308276259000024, -71.081555606999984 42.308284607000076, -71.081650201999935 42.308149374000038, -71.081493050999939 42.308075397000039, -71.081398368999942 42.308215714000028)))"
33,2011144000,"PINE RD, West Roxbury",City of Boston,MOH,,{8D3E62D2-1B40-43D9-82B1-B774C6231630},N A,4098.000000000000000,0.000813328675606,0.000000041248341,"MULTIPOLYGON (((-71.160262523999961 42.262739401000033, -71.160393113999987 42.262756571000068, -71.160440781999966 42.262562183000057, -71.160276621999969 42.262544220000052, -71.160218575999977 42.262594738000075, -71.160145412999952 42.262658397000052, -71.160262523999961 42.262739401000033)))"
34,2011577000,"72 OVERLOOK RD, West Roxbury",City of Boston,MOH,,{C20A1944-1229-4D32-AC70-8A5121CBB2A4},N A,1878.000000000000000,0.000552503858293,0.000000018043955,"MULTIPOLYGON (((-71.157660918999966 42.261206190000053, -71.157663699999944 42.26122276500007, -71.15766978399995 42.261259082000038, -71.157841275999942 42.26123752400008, -71.157821697999964 42.26116821800008, -71.157834007999952 42.261158435000027, -71.157706288999975 42.261113745000046, -71.157660918999966 42.261206190000053)))"
35,0903340000,"221 Roxbury St.,  ROXBURY 02119",City of Boston,BPRD,Jeep Jones Park,{A04CD523-C733-4B7C-AB53-3F751692BD13},BPRD,72331.000000000000000,0.004005772519008,0.000000712641851,
36,1400829000,"Seaver ST, DORCHESTER 02121",City of Boston,BPRD,Puddingstone Park,{9340F049-2969-4D53-8523-E9816D6C0092},BPRD,5600.000000000000000,0.001003325678896,0.000000054796402,"MULTIPOLYGON (((-71.083552972999939 42.305288494000081, -71.083665548999988 42.305335705000061, -71.083846488999939 42.305048930000055, -71.083689317999983 42.304993545000059, -71.083510778999937 42.305270800000073, -71.083552972999939 42.305288494000081)))"
37,1400411000,"262-274 Columbia Road,  DORCHESTER 02121",City of Boston,BPS,Frederick School Play Area,{35BEA3A1-ECD5-44C4-8908-91A2646C3241},BPS,4697.000000000000000,0.001134305475812,0.000000045299581,"MULTIPOLYGON (((-71.078649336999945 42.310247846000038, -71.078973639999958 42.31037494900005, -71.079068297999981 42.310274672000048, -71.07878403999996 42.310187380000059, -71.078779151999981 42.310068613000055, -71.078778912999951 42.310062723000044, -71.078649336999945 42.310247846000038)))"
38,2000026000,"TAFTHILL PK, ROSLINDALE 02131",City of Boston,BTD,Municipal Lot,{CBD22347-BCBB-46F7-B389-4BB8DA8E75BF},BTD,41883.000000000000000,0.004603645073922,0.000000450779504,
39,2011137000,"OAK RD, WEST ROXBURY 02132",City of Boston,MOH,,{D7E4D46C-248E-477D-A613-629FE83B7EAF},N A,1078.000000000000000,0.000483428051225,0.000000011967558,
40,2005170000,"MORRISON ST, ROSLINDALE 02131",City of Boston,BCC,Roslindale Wetlands Urban Wild I,{65ADF8CC-6642-49D4-B940-7D10C21C6183},BPRD,5095.000000000000000,0.001090317387317,0.000000049509535,"MULTIPOLYGON (((-71.131117895999978 42.294314657000029, -71.131116310999971 42.294397145000062, -71.131545905999985 42.294393050000053, -71.131548883999983 42.294285267000078, -71.131118661999949 42.294274642000062, -71.131117895999978 42.294314657000029)))"
41,1301368000,"63 71 STOUGHTON ST, Uphams Corner/Savin Hill",City of Boston,MOH,,{216BE45D-4B1C-4961-9B32-327F05DD996D},N A,1949.000000000000000,0.000876811627230,0.000000018302728,
42,1905091000,"8 CARLFORD RD, JAMAICA PLAIN 02130",BHA,BHA,,{BE986596-7C7C-479E-9D3A-25B326C6A1C4},BHA,3240.000000000000000,0.000693859273525,0.000000029637180,"MULTIPOLYGON (((-71.118680471999937 42.290624124000033, -71.118832813999973 42.29063820500005, -71.118859315999941 42.290444629000035, -71.118762637999964 42.290436616000079, -71.118707713999981 42.290432643000031, -71.118680471999937 42.290624124000033)))"
43,1403624000,"151 BALLOU AV, Mattapan",City of Boston,MOH,,{6B3AA5F4-8FB4-4EB4-BAB2-7E19149D5B5B},N A,4441.000000000000000,0.000877812999092,0.000000043883626,"MULTIPOLYGON (((-71.084577423999974 42.283700594000038, -71.084670265999989 42.283952894000038, -71.084822284999973 42.283923203000029, -71.08480788199995 42.283882543000061, -71.084761192999963 42.283748929000069, -71.084724312999981 42.283643407000056, -71.084577423999974 42.283700594000038)))"
44,1300462000,"14 DEWEY ST, DSNI/Blue Hill",City of Boston,MOH,,{961C6884-6C99-42B7-A404-FD70C2162B65},N A,2555.000000000000000,0.000665109589289,0.000000026902324,"MULTIPOLYGON (((-71.077187582999954 42.31702335500006, -71.077308997999978 42.317037731000028, -71.077327251999975 42.317039916000056, -71.077328910999938 42.317031807000035, -71.077365721999968 42.316852624000035, -71.077347509999981 42.316850229000067, -71.077226406999955 42.316834530000051, -71.077187582999954 42.31702335500006)))"
45,1203324001,"41 HOLLANDER ST, Roxbury, MA 02121",BPDA,BPDA,,{63004893-F2D8-420A-94A0-E761B41992EA},N A,3350.000000000000000,0.000801522270560,0.000000031335680,"MULTIPOLYGON (((-71.089875332999952 42.316147003000026, -71.08988876899997 42.316150742000048, -71.089981333999958 42.316176283000061, -71.090111815999933 42.315916240000035, -71.090006132999974 42.315887082000074, -71.089875332999952 42.316147003000026)))"
46,1203334000,"71 HOLWORTHY ST, Roxbury, MA 02121",BPDA,BPDA,,{3E421CE8-478D-4D6C-B030-D39EB28690A6},N A,3333.000000000000000,0.000798531453431,0.000000031315788,"MULTIPOLYGON (((-71.090486703999943 42.317019207000044, -71.090594860999943 42.317049054000051, -71.090719607999972 42.316788467000038, -71.090615205999939 42.316760087000034, -71.090612049999947 42.316766261000055, -71.090486703999943 42.317019207000044)))"
47,1802192000,"ORLANDO ST, MATTAPAN 02126",City of Boston,BPRD,Hunt Playground,{037A8567-BFE2-43B4-88D4-4B4062F76107},BPRD,3633.000000000000000,0.000870593079049,0.000000037482748,"MULTIPOLYGON (((-71.097934394999982 42.275177160000055, -71.098203812999941 42.275328448000039, -71.098293834999936 42.275240113000052, -71.098024574999954 42.275088494000045, -71.097934394999982 42.275177160000055)))"
48,0903458000,"43 LINWOOD ST, HP/Egleston",City of Boston,MOH,,{1E29D11B-F0E5-479D-AA85-FF557E45E3E2},N A,1490.000000000000000,0.000597124884722,0.000000015996731,"MULTIPOLYGON (((-71.094289024999966 42.328526943000043, -71.094355968999935 42.328551731000061, -71.09446977999994 42.328354637000075, -71.094402008999964 42.32833084400005, -71.094289024999966 42.328526943000043)))"
49,1403485000,"214 208 WOODROW AV, Mattapan",City of Boston,MOH,,{5ECD1D4A-24CD-4770-89FC-E29817AEA3C0},Non City,2816.000000000000000,0.000626959182457,0.000000021195012,
50,0903459000,"45 LINWOOD ST, HP/Egleston",City of Boston,MOH,,{596BAB15-BFCB-43FE-810F-E646BDD087D3},N A,1560.000000000000000,0.000609089282689,0.000000015999870,
51,1201815000,"0 HAROLD ST, Roxbury, MA 02119",BPDA,BPDA,,{0788D17B-04D8-4D39-8377-FAAF3345F1A9},N A,24883.000000000000000,0.003790400002368,0.000000280642757,
52,0802216000,"372  Dudley ST, ROXBURY 02119",City of Boston,BPRD,Dudley Town Common,{8C4E47F4-2A82-412F-BD28-0E314380FA48},BPRD,2513.000000000000000,0.000875932896770,0.000000027037186,"MULTIPOLYGON (((-71.075349428999971 42.326621055000032, -71.07538425599995 42.326624888000026, -71.075442813999985 42.326670444000058, -71.075579914999935 42.326578324000025, -71.075578876999941 42.326577672000042, -71.075570230999972 42.32657223800004, -71.07556890799998 42.326571404000049, -71.075690078999969 42.326478823000059, -71.075620056999981 42.326424339000027, -71.075399727999979 42.326604910000071, -71.075352530999965 42.326606143000049, -71.075349428999971 42.326621055000032)))"
53,1401230000,"27 MALLON RD, Four Corners Codman Sq",City of Boston,MOH,,{A49B034F-FFEB-4746-96A6-477981536A1F},N A,5334.000000000000000,0.000994860608261,0.000000056904622,"MULTIPOLYGON (((-71.074974753999982 42.30260323300007, -71.075031985999942 42.302670296000031, -71.075199559999987 42.302625728000066, -71.075055878999933 42.302366777000032, -71.074986713999976 42.302391184000044, -71.074906305999946 42.302419560000033, -71.074840044999974 42.302445609000074, -71.074974753999982 42.30260323300007)))"
54,1904771000,"25 Walk Hill Road, Boston, MA 02130",City of Boston,BPS,BTU Pilot K 8,{F56A1729-1380-4C36-ACFA-A842480F2837},BPS,40219.000000000000000,0.002542803470548,0.000000401336328,
55,2005309000,"WALTER ST, ROSLINDALE 02131",City of Boston,BPRD,Walter Street Cemetery,{E8D28535-5912-4CA5-B225-583125506DAC},BPRD,35313.000000000000000,0.002819611023408,0.000000380514258,"MULTIPOLYGON (((-71.129600085999982 42.292809093000074, -71.129372789999934 42.29298646400008, -71.129782244999944 42.293257621000066, -71.130393177999963 42.293585929000074, -71.130372126999987 42.293478486000026, -71.130359472999942 42.293292732000054, -71.130361525999945 42.293160027000056, -71.130357673999981 42.293117892000055, -71.129917597999963 42.292872965000072, -71.129780321999988 42.292794148000041, -71.12968852299997 42.292744386000038, -71.129600085999982 42.292809093000074)))"
56,1300732000,"97 99 QUINCY ST, DSNI/Blue Hill",City of Boston,MOH,,{6A8183BD-5FF6-47EF-80C4-94401B7FCB38},N A,3080.000000000000000,0.000783525294879,0.000000031138782,"MULTIPOLYGON (((-71.077943900999969 42.314095712000039, -71.078048789999968 42.314147122000065, -71.078226804999986 42.313938009000026, -71.078150382999979 42.313899917000072, -71.078122390999965 42.313885954000057, -71.077943900999969 42.314095712000039)))"
57,1201857000,"27 HAROLD ST, Washington Park",City of Boston,MOH,,{447B9B9C-8DD5-4B6A-8C13-FC6EE824658D},N A,1576.000000000000000,0.000604348335239,0.000000018559852,"MULTIPOLYGON (((-71.088351340999964 42.31963866600006, -71.088371937999966 42.319680482000081, -71.088439033999975 42.319662588000028, -71.088433382999938 42.319444502000067, -71.088389380999956 42.319445789000042, -71.088363568999966 42.319446162000077, -71.088355475999947 42.31944651200007, -71.088351340999964 42.31963866600006)))"
58,1704075000,"27 Richmond Road, Boston, MA ",City of Boston,BPL,Lower Mills Branch,{B173B045-B828-45D0-8F9D-6B38D5B13ABC},BPL,31147.000000000000000,0.002742252875659,0.000000307987585,"MULTIPOLYGON (((-71.068050504999974 42.273626404000026, -71.068011109999986 42.273781588000077, -71.068813728999942 42.273688053000058, -71.068722086999969 42.273532104000026, -71.068559887999982 42.27324995500004, -71.067911918999982 42.273247411000057, -71.067901128999949 42.273286567000071, -71.068138266999938 42.27329611600004, -71.068083746999946 42.273485651000044, -71.068050504999974 42.273626404000026)))"
59,0703888000,"41  BELDEN ST, DORCHESTER 02125",City of Boston,BPRD,Nellie Miranda Memorial Park,{368CB4D7-CB86-4FE1-90F5-88C69660799C},BPRD,2040.000000000000000,0.000633382243288,0.000000018634795,"MULTIPOLYGON (((-71.065029478999975 42.318757330000039, -71.065124245999982 42.318796812000073, -71.065128947999938 42.318824257000074, -71.065223598999978 42.318864658000052, -71.065282106999973 42.318786751000061, -71.065066532999936 42.318698446000042, -71.065029478999975 42.318757330000039)))"
60,1400900000,"564 BLUE HILL AV, DORCHESTER 02121",BHA,BHA,,{72F3D290-8CA4-43C0-8C0F-78C02595879F},BHA,6174.000000000000000,0.000989942972808,0.000000056436082,"MULTIPOLYGON (((-71.084163948999958 42.304930195000054, -71.084479515999988 42.305044255000041, -71.084510057999978 42.304863304000037, -71.084236816999976 42.304765043000032, -71.084163948999958 42.304930195000054)))"
61,1203435000,"WALNUT AV, ROXBURY 02119",City of Boston,BPRD,Horatio Harris Park,{AE9528E0-0797-45D3-92CB-5967C410B8A1},BPRD,102971.000000000000000,0.004225207521284,0.000001100783946,
62,1902824000,"360  SOUTH ST, JAMAICA PLAIN 02130",City of Boston,BPRD,Bussey Brook Meadow I,{448709E5-73DD-418E-AF6A-4DA5AD291905},BPRD,160000.000000000000000,0.005195838265393,0.000001553584844,
63,1400410000,"60  NORMANDY ST, DORCHESTER 02121",City of Boston,BPS,Frederick School Play Area,{74AF3125-6917-4B55-B081-ABF2C798DE7D},BPS,10508.000000000000000,0.001390184706925,0.000000111905183,"MULTIPOLYGON (((-71.078778912999951 42.310062723000044, -71.078779151999981 42.310068613000055, -71.07878403999996 42.310187380000059, -71.079068297999981 42.310274672000048, -71.079069225999945 42.310273684000038, -71.079235767999933 42.310119650000047, -71.079102061999947 42.310032361000026, -71.078996039999936 42.309962024000072, -71.078882440999962 42.309888967000063, -71.078807817999973 42.309840240000028, -71.078773558999956 42.309932331000027, -71.078778912999951 42.310062723000044)))"
64,1400141000,"53 CEYLON ST, DSNI/Blue Hill",City of Boston,MOH,,{BE024C26-46F0-40E9-9732-B13C4B8BC666},N A,6434.000000000000000,0.001108327481010,0.000000068036280,"MULTIPOLYGON (((-71.072449540999969 42.311339626000063, -71.072681623999983 42.311418179000043, -71.072688395999933 42.311410848000037, -71.072744295999939 42.311429851000071, -71.072822532999965 42.311303838000072, -71.072778667999955 42.311286083000027, -71.072834302999979 42.311223812000037, -71.072572882999964 42.311134899000081, -71.072449540999969 42.311339626000063)))"
65,1400552000,"35 CRESTON ST, DSNI/Blue Hill",City of Boston,MOH,,{B49D59C0-2BF2-46BA-AEB6-101FB19A3E6E},N A,3700.000000000000000,0.000838382967306,0.000000035099850,"MULTIPOLYGON (((-71.078503337999962 42.311793672000078, -71.078616843999953 42.311837008000055, -71.078787614999953 42.311593044000062, -71.078673540999944 42.311550053000076, -71.078503337999962 42.311793672000078)))"
66,0903210000,"34 KENILWORTH ST, HP/Egleston",City of Boston,MOH,,{E087B996-EE21-4F2D-84B9-39B0773183BE},N A,6990.000000000000000,0.001125287078979,0.000000071782370,"MULTIPOLYGON (((-71.087991347999946 42.328815532000078, -71.088169043999983 42.328929640000069, -71.088350156999979 42.328759708000064, -71.088428414999953 42.328687872000046, -71.088238334999971 42.328580269000042, -71.087991347999946 42.328815532000078)))"
67,2000014000,"725  SOUTH ST, ROSLINDALE 02131",GRW Trust,GRW Trust,Greater Roslindale Medical and Dental Center,{5C3D1169-CF63-46F2-967B-7B5CBF568177},Non City,4840.000000000000000,0.001070342538394,0.000000049812976,"MULTIPOLYGON (((-71.128180042999986 42.287113982000051, -71.128138141999955 42.287180388000024, -71.128348216999939 42.287259938000034, -71.128528501999938 42.286993836000079, -71.128523885999982 42.286966010000071, -71.128460738999934 42.286957182000037, -71.128424496999969 42.28695366900007, -71.128338933999942 42.287083667000047, -71.128263214999947 42.287097862000053, -71.128180042999986 42.287113982000051)))"
68,1400357000,"270 Columbia Road, Boston, MA 02121",City of Boston,BPS,Frederick Middle,{85BCB376-4ABD-4DF4-B110-9310158417AC},BPS,14400.000000000000000,0.001688110579802,0.000000143712796,"MULTIPOLYGON (((-71.074791902999948 42.309166465000033, -71.074816035999959 42.309175991000075, -71.075122731999954 42.308987241000068, -71.074688364999986 42.308794789000046, -71.074581737999949 42.308864915000072, -71.074474951999946 42.30893489500005, -71.074373176999984 42.309001357000056, -71.074529545999951 42.309063012000081, -71.074644518999946 42.309108345000027, -71.074791902999948 42.309166465000033)))"
69,1902823000,"360 South Street,  JAMAICA PLAIN 02130",City of Boston,BPRD,Bussey Brook Meadow I,{182D1F42-F777-426E-89B7-4ED4301E12EA},BPRD,769835.000000000000000,0.019091871620816,0.000008247894217,
70,1701719000,"70 TORREY ST, DORCHESTER 02124",BHA,BHA,,{06B3FD65-BD55-4199-B991-8E835DD14644},BHA,5242.000000000000000,0.001056290348271,0.000000061977360,"MULTIPOLYGON (((-71.074175216999947 42.286724768000056, -71.074279856999965 42.287057237000056, -71.074448989999951 42.287028158000055, -71.074382464999985 42.286786155000073, -71.074356646999945 42.286689265000064, -71.074210787999959 42.28671717800006, -71.074175216999947 42.286724768000056)))"
